,neighborhood_overview
376,"['wallingford', 'is', 'a', 'fantastic', 'with', 'easy', 'access', 'to', 'everywhere', 'you', 'need', 'to', 'be', 'in', 'seattle.', 'my', 'home', 'is', 'located', 'on', 'a', 'quiet', 'street', 'with', 'ample', 'parking,', 'but', 'is', '3', 'blocks', 'from', 'a', 'grocery', 'store,', 'coffee', 'shops,', 'and', 'restaurants,', '1', 'block', 'to', 'a', 'great', 'park', 'with', 'a', 'play', 'area', 'and', 'free', 'tennis', 'courts.']"
377,"['a', 'peaceful', 'yet', 'highly', 'accessible', 'neighborhood,', 'gardens', 'galore.', 'the', 'university', 'district,', 'fremont,', 'and', 'wallingford', 'are', 'all', 'walkable.(', '5', 'blocks', 'from', ""wallingford's"", 'business', 'district.)']"
378,"['wallingford', 'is', 'a', 'mostly-residential', 'neighborhood,', 'situated', 'between', 'the', 'restaurants,', 'bars', 'and', 'nightlife', 'of', 'fremont', 'or', 'ballard,', 'and', 'the', 'buzzing,', 'academic', 'university', 'district.']"
379,"['the', 'wallingford', 'in', 'is', 'one', 'the', 'most', 'charming,', 'beautiful,', 'and', 'safest', 'in', 'the', 'city.', 'there', 'are', 'dozens', 'of', 'world', 'class', 'restaurants', 'within', 'distance,', 'or', 'a', 'short', 'bus', 'ride,', 'along', 'with', 'some', 'unbeatable', 'dive', 'bars', 'and', 'cheap,', 'delicious', 'eats.', 'this', 'apartment', 'is', 'just', 'three', 'blocks', 'away', 'from', 'a', 'grocery', 'store', 'and', '5', 'short', 'blocks', 'away', 'from', 'breathtaking', 'gasworks', 'park!']"
380,"['wallingford', 'is', 'a', 'mostly-residential', 'neighborhood,', 'situated', 'between', 'the', 'restaurants,', 'bars', 'and', 'nightlife', 'of', 'fremont', 'or', 'ballard,', 'and', 'the', 'buzzing,', 'academic', 'university', 'district.']"
382,"['the', 'leafy', 'is', 'relaxed', 'and', 'very', 'walkable.', 'head', 'two', 'blocks', 'up', 'the', 'street', 'and', ""you'll"", 'find', 'pubs,', 'restaurants', '(try', 'kisaku', 'sushi', '-', ""it's"", 'excellent),', 'coffee', 'shops', 'and', 'a', 'general', 'store', 'in', 'tangletown.', 'head', 'a', 'little', 'further', 'south', 'and', 'you', 'can', 'explore', 'the', 'buzzing', 'wallingford', 'with', 'a', 'huge', 'variety', 'of', 'places', 'to', 'eat,', 'shop', 'and', 'play.', ""you're"", 'five', 'minutes', 'from', 'beautiful', 'green', 'lake', 'and', ""it's"", 'pitch-and-putt', 'golf', 'course,', 'as', 'well', 'as', 'tennis', 'courts,', 'sports', 'fields', 'and', 'a', 'running', 'track.']"
383,"['wallingford', 'is', 'a', 'in', 'north', 'central', 'seattle,', 'lying', 'on', 'a', 'above', 'the', 'north', 'shore', 'of', 'lake', 'union', 'about', 'four', 'miles', 'from', 'the', 'downtown', 'core.', 'the', 'developed', 'quickly', 'during', 'the', 'early', '20th', 'century', 'after', 'the', 'establishment', 'of', 'the', 'university', 'of', 'washington', 'to', 'the', 'east.', 'with', 'trolley', 'tracks', 'laid', 'through', 'the', 'as', 'early', 'as', '1907,', 'wallingford', 'is', 'a', 'classic', 'streetcar', 'suburb,', 'typified', 'by', 'its', 'many', '1920s', 'era', 'box', 'houses', 'and', 'bungalows.', 'commercial', 'development', 'is', 'primarily', 'concentrated', 'along', '45th', 'street', 'where', 'a', 'number', 'of', 'iconic', 'structures', 'stand', 'including', 'the', 'neon', '""wallingford""', 'sign,', 'the', 'wallingford', 'center,', 'the', 'guild', '45th,', 'and', 'the', 'original', ""dick's"", 'drive-in.', 'with', 'its', 'central', 'location,', 'numerous', 'public', 'amenities,', 'including', 'the', 'world-renowned', 'gas', 'works', 'park,', 'and', 'views', 'of', 'both', 'the', 'olympic', 'and', 'cascade', 'mountains,', 'wallingford', 'has', 'long', 'been', 'home', 'to', 'many', 'middle', 'and', 'upper-class', 'families.', 'in', '2014', 'brooks', 'sports', 'moved', 'its', 'headquarters', 'from', 'bothell', 'to', 'a', 'new', 'six-story', 'office', 'building', 'at', 'the', 'sou']"
385,"['quiet', 'residential', 'with', 'plenty', 'of', 'free', 'parking!', 'easy', 'to', 'shopping,', 'greenlake', 'park,', 'and', 'mere', 'blocks', 'from', 'the', 'i-5', 'freeway', 'taking', 'you', 'anywhere', 'in', 'seattle.']"
386,"['tons', 'of', 'local', 'restaurants,', 'bars,', 'cafes,', 'stores,', 'parks,', 'clubs,', 'live', 'music,', 'old', 'movie', 'theaters.', 'i', 'have', 'a', 'full', 'list', 'in', 'the', 'house', 'and', 'will', 'add', 'here', 'soon!', 'wallingford', 'has', 'a', 'pharmaca,', 'a', 'qfc', 'and', 'tons', 'of', 'great', 'stores.', 'fremont', 'is', 'a', 'few', 'minutes', 'away', 'and', 'has', 'a', 'pcc', 'and', 'lots', 'of', 'lovely', 'boutiques', 'and', 'every', 'kind', 'of', 'restaurant,', 'bar,', 'live', 'music', 'venue', 'imaginable.']"
387,"['the', 'greenlake', 'is', 'close', 'to', 'many', 'great', 'restaurants', '(', 'lucia', 'down', 'by', 'the', 'lake', 'is', 'one', 'of', 'my', ""favorite's)"", 'and', 'coffee', 'shops.', 'the', 'lake', 'and', 'park', 'it', 'self', 'has', 'swimming,', 'kayak', 'and', 'paddle', 'boards', 'rentals', 'and', 'a', 'trail', 'of', 'almost', '3', 'miles', 'around', 'the', 'lake.', 'bike', 'rental', 'at', ""gregg's"", 'bike', 'shop', 'is', 'also', 'available.']"
388,"['our', 'is', 'fabulous.', 'we', 'often', 'go', 'days', 'without', 'using', 'our', 'car', 'as', 'there', 'are', 'restaurants,', 'coffee', 'shops,', 'markets', 'and', 'movie', 'theaters', 'in', 'distance.', 'we', 'run', 'and', 'around', 'green', 'lake', 'park', 'which', 'has', 'a', '2.8', 'mile', 'path', 'around', 'the', 'lake', 'and', 'to', 'numerous', 'excellent', 'playgrounds.', 'we', 'are', 'close', 'to', 'university', 'of', 'washington,', 'to', 'the', 'woodland', 'park', 'zoo', 'and', 'situated', 'well', 'for', 'quick', 'trips', 'around', 'the', 'area', 'and', 'downtown.']"
389,"['wallingford', 'is', 'a', 'mostly-residential', 'neighborhood,', 'situated', 'between', 'the', 'restaurants,', 'bars', 'and', 'nightlife', 'of', 'fremont', 'or', 'ballard,', 'and', 'the', 'buzzing,', 'academic', 'university', 'district.']"
390,"['quiet', 'residential', 'with', 'lots', 'of', 'cozy', 'cafes,', 'fun', 'bars', '(seamonster!)', 'and', 'some', 'of', 'the', 'best', 'restaurants', 'in', 'the', 'city,', 'all', 'within', 'distance.']"
391,"['lots', 'of', 'restaurants', 'within', 'distance,', 'including', 'a', '7-eleven', 'at', 'the', 'end', 'of', 'the', 'block', 'with', 'ben', '&', ""jerry's"", 'ice', 'cream!', 'easy', 'access', 'to', 'i-5.', 'friendly', 'neighbors.', 'safe', 'street.']"
392,"['wallingford', 'epitomizes', ""seattle's"", 'intentional', '""neighborhood', 'village""', 'model.', 'we', 'call', 'our', 'grocery', 'clerks', 'and', 'hardware', 'folks', 'by', 'name,', 'enjoy', 'pints', 'at', ""kate's"", 'pub', 'down', 'the', 'street', 'and', 'to', 'favorite', 'sushi,', 'italian', 'and', 'mexican', 'haunts,', 'all', 'within', 'a', 'ten', 'minute', 'walk.', 'our', 'guild', '45th', 'theaters', 'show', 'independent', 'films.', 'greenlake', 'and', 'gasworks,', 'fantastic', 'parks,', 'are', '25', 'minute', 'walks', 'north', 'and', 'south', 'respectively,', 'meridian', 'park', 'is', 'five', 'blocks', 'west.', 'we', 'even', 'have', 'open', 'books,', 'a', 'poetry', 'bookstore.']"
393,"['the', 'suite', 'is', 'conveniently', 'located', 'off', 'either', 'i-5', 'or', '99/aurora', 'and', 'is', 'easy', 'to', 'find.', 'we', 'are', 'also', 'within', 'distance', 'of', 'the', 'fantastic', 'walking/jogging', 'path', 'around', 'green', 'lake', 'and', 'all', 'of', 'the', 'shops', 'and', 'restaurants', 'along', '45th', 'street', 'in', 'wallingford.']"
394,"['centrally-located', 'wallingford', 'is', 'close', 'to', 'much', 'of', 'what', 'has', 'to', 'offer.', 'minutes', 'away', 'from', 'lake', 'union,', 'greenlake,', 'woodland', 'park', 'zoo,', 'funky', 'fremont,', 'the', 'university', 'district,', 'and', 'downtown', 'with', 'its', 'pike', 'place', 'market,', 'aquarium,', 'waterfront,', 'and', 'space', 'needle.']"
395,"['wallingford', 'is', 'a', 'mostly-residential', 'neighborhood,', 'situated', 'between', 'the', 'restaurants,', 'bars', 'and', 'nightlife', 'of', 'fremont', 'or', 'ballard,', 'and', 'the', 'buzzing,', 'academic', 'university', 'district.']"
396,"['i', 'love', 'being', 'within', 'distance', 'of', 'the', 'uw', 'and', 'wallingford.']"
397,"['our', 'home', 'is', 'within', 'distance', 'of', 'greenlake', '(10', 'min.),', 'and', 'several', 'wonderful', 'restaurants', 'and', 'cafes.', 'greenlake', 'is', 'wonderful', 'recreational', 'area.', 'excellent', 'for', 'walking,', 'cycling,', 'or', 'running.', 'there', 'is', 'also', 'a', 'rental', 'area', 'for', 'small', 'water', 'crafts', 'and', 'a', 'playground', 'and', 'pool', 'nearby.', 'woodland', 'zoo', 'is', 'a', 'short', 'from', 'greenlake.', 'over', 'the', 'summer', 'woodland', 'zoo', 'hosts', 'outdoor', 'concerts.', 'there', 'are', 'three', 'fantastic', 'restaurants', 'within', 'three', 'blocks', 'from', 'our', 'home.', 'they', 'include', ""eva's"", 'restaurant', 'and', 'wine', 'bar,', 'kisaku', 'sushi,', 'and', 'the', 'elysian-tangletown...', 'fine', 'dinning', 'to', 'pub', 'fare.', 'cafes', 'close', 'by', 'include', 'zoka', 'coffee', 'roaster,', 'mighty', 'o', 'donuts,', 'and', 'hiroki', 'specialty', 'deserts.', 'we', 'love', 'our', 'and', ""it's"", 'close', 'proximity', 'to', 'all', 'the', 'things', 'we', 'enjoy...', 'good', 'food,', 'entertainment,', 'and', 'recreation.']"
398,"['great', 'coffee,', 'bars,', 'restaurants,', 'but', 'this', 'block', 'is', 'very', 'quiet.', 'not', 'a', 'major', 'street', 'so', 'little', 'traffic', 'too.', 'easy', 'free', 'parking', 'right', 'outside.']"
399,"[""it's"", 'a', 'quiet', 'block', 'but', 'a', 'short', 'away', 'are', 'more', 'amazing', 'bars,', 'restaurants,', 'music', 'venues,', 'and', 'parks', 'than', 'you', 'can', 'shake', 'a', 'stick', 'at!']"
400,"['this', '(wallingford)', 'is', 'only', 'a', 'few', 'miles', 'from', 'downtown', 'and', 'is', 'adjacent', 'to', 'fremont', 'and', 'the', 'university', 'of', 'washington.', 'lake', 'union', 'and', 'its', 'scenic', 'shoreline', 'are', 'a', 'few', 'blocks', 'away.', 'good', 'restaurants', 'are', 'within', 'easy', 'distance', 'of', 'the', 'house.']"
401,"['wallingford', 'is', 'one', 'of', 'the', 'hippest', 'and', 'most', 'popular', 'areas', 'of', 'seattle.', 'it', 'is', 'very', 'conveniently', 'located', 'to', 'interstate', '5,', 'which', 'gives', 'you', 'easy', 'access', 'to', 'explore', 'the', 'puget', 'sound', 'and', 'its', 'islands.', 'for', 'your', 'kids,', 'we', 'have', 'the', 'wonderful', '""wallingford', 'playfield""', 'just', 'a', '12', 'min', 'walk.', 'you', 'are', 'only', '25', 'min', 'by', 'bus', 'from', 'downtown', 'seattle.']"
402,"['this', 'location', 'is', 'in', 'the', 'greenlake', '/', 'wallingford', 'in', 'seattle.', 'nearby', 'parks', 'include', 'greenlake', 'park,', 'woodland', 'park,', 'university', 'playground,', 'and', 'meridian', 'park.', 'greenlake', 'tangletown', 'is', 'just', 'a', 'few', 'blocks', 'away.']"
403,"['wallingford', 'is', 'the', 'center', 'of', 'north', 'seattle.', 'easy', 'access', 'to', 'the', 'city,', 'university', 'district,', 'fremont', 'and', 'ballard,', 'i-5', 'and', 'all', 'bus', 'routes.', 'tons', 'of', 'shopping', 'and', 'dining', 'within', 'distance', 'on', '45th', 'as', 'well', 'as', 'around', 'green', 'lake.', 'there', 'are', 'far', 'too', 'many', 'options', 'to', 'choose', 'from', 'if', 'you', 'prefer', 'to', 'make', 'coffee', 'in', 'the', 'morning', '(we', 'have', 'a', 'mr.', 'coffee', 'as', 'well),', 'and', 'even', 'more', 'within', 'short', 'distance.']"
404,"['wallingford', 'is', 'a', 'mostly-residential', 'neighborhood,', 'situated', 'between', 'the', 'restaurants,', 'bars', 'and', 'nightlife', 'of', 'fremont', 'or', 'ballard,', 'and', 'the', 'buzzing,', 'academic', 'university', 'district.']"
405,"['our', 'is', '100%', 'walkable!', 'we', 'are', 'distance', 'from', 'coffee', 'shops,', 'tea', 'shop,', 'restaurants', 'of', 'all', 'kinds,', 'a', 'grocery', 'store', 'and', 'many', 'gift', 'shops.', 'also,', 'distance', 'from', '3', 'amazing', 'parks', 'and', ""seattle's"", 'own', 'organic', 'tilth', 'garden,', ""farmer's"", 'market,', 'and', 'gasworks', 'park!']"
406,"['we', 'are', 'centrally', 'located', 'with', 'parks,', 'restaurants,', 'coffee,', 'seasonal', 'farmers', 'market,', 'libraries,', 'and', 'shopping', 'within', 'distance.', ""we've"", 'got', 'all', 'the', 'insider', 'tips', 'to', 'getting', 'the', 'most', 'out', 'of', 'your', 'stay', 'and', 'are', 'happy', 'to', 'interact', 'and', 'share', 'them', 'with', 'you.']"
407,"['what', 'do', 'i', 'love', 'about', 'my', 'neighborhood?', 'almost', 'everything!!!', 'i', 'love', 'the', 'houses,', 'my', 'neighbors,', 'and', 'the', 'short', 'to', 'anything', 'one', 'could', 'need', '-', 'grocery', 'store,', 'drugstore,', 'hardware', 'store', '(very', 'important', 'to', 'an', 'old', 'house', 'owner),', 'a', 'wonderful', 'array', 'of', 'restaurants', 'from', 'afghani', 'to', 'thai.', ""it's"", 'also', 'a', 'really', 'good', 'for', 'walks,', 'as', 'the', 'houses', 'around', 'here', 'are', 'quite', 'well', 'taken', 'care', 'of,', 'and', 'many', 'of', 'them', 'have', 'lovely', 'gardens.', 'if', 'you', 'like', 'pet-patting', 'as', 'i', 'do,', 'there', 'are', 'a', 'lot', 'of', 'dog', 'owners', 'their', 'pets', 'throughout', 'the', 'day,', 'and', 'i', 'have', 'found', 'them', 'to', 'be', 'quite', 'generous', 'in', 'sharing', 'the', 'affection', 'of', 'their', 'dogs.', 'safety:', 'wallingford', 'is', 'a', 'very', 'safe', 'neighborhood,', 'and', 'i', 'have', 'never', 'felt', 'personally', 'unsafe', 'either', 'at', 'home', 'or', 'around,', 'no', 'matter', 'the', 'hour.', 'that', 'said,', ""it's"", 'a', 'fairly', 'wealthy', 'and', 'there', 'are', 'enough', 'instances', 'of', 'cars', 'being', 'broken', 'into', 'to', 'justify', 'caution:', 'please', 'do', 'not', 'leave', 'anything', 'in', 'your', 'car', 'that', 'you', 'value!', 'there', 'are', 'several', 'parks', 'around,', 'including', 'meridian', 'park']"
408,"['our', 'home', 'is', 'withing', 'distance', 'to', 'gas', 'works', 'park,', 'fremont', 'and', 'the', 'burke-gilman', 'trail.', 'near', 'green', 'lake,', 'the', 'woodland', 'park', 'zoo,', 'and', 'the', 'university', 'of', 'washington.', 'downtown', 'is', 'just', '3.5', 'miles', 'away.', 'if', 'you', 'prefer', 'to', 'stay', 'close,', 'wallingford', 'is', 'the', 'home', 'of', 'many', 'lovely', 'restaurants;', 'westward,', 'cantinetta,', 'joule,', 'the', 'whale', 'wins,', 'and', 'a', 'farmers', 'market', 'in', 'the', 'summer', 'months.']"
409,"['wallingford', '-', 'one', 'of', 'best', 'and', 'most', 'central', 'neighborhoods', 'in', 'seattle.', 'adjacent', 'to', 'fremont,', 'the', 'u', 'district,', 'and', 'green', 'lake.', 'easy', 'access', 'to', '99', '&', '5.', 'not', 'far', 'from', '520', 'bridge.', 'to', 'the', 'east', 'side', '(bellevue,', 'redmond,', 'kirkland)']"
410,"['green', 'lake', 'park', 'has', 'been', 'called', 'the', 'central', 'park', 'of', 'and,', 'indeed', 'has', 'been', 'claimed', 'to', 'be', 'the', '2nd', 'most', 'utilized', 'park', 'in', 'the', 'us.', 'hence,', 'within', 'the', 'you', 'can', 'expect', 'a', 'lot', 'of', 'outdoors', 'and', 'fitness', 'activities.', 'the', 'surrounding', 'is', 'safe', 'and', 'walkable', 'with', 'lots', 'of', 'family', 'activity', 'and', 'playgrounds.', 'we', 'are', 'also', 'adjacent', 'to', 'wallingford', 'and', 'roosevelt', 'neighborhoods', 'with', 'lots', 'of', 'great', 'restaurants,', 'bars', 'and', 'shopping.']"
411,"['i', 'love', 'the', 'proximity', 'to', 'the', 'city,', 'downtown', 'area,', 'and', 'easy', 'accessibility', 'to', 'freeway', 'and', 'alternate', 'routes', 'to', 'the', 'city.']"
412,"['anything', 'one', 'might', 'need', 'is', 'within', 'a', '15', 'minute', 'of', 'the', 'house.', 'if', 'you', 'wish', 'to', 'explore', 'further,', 'public', 'transit', 'stops', '200', 'feet', 'from', 'the', 'house.', 'our', 'is', 'mostly', '80', 'to', '100', 'year', 'old', 'craftsman', 'style', 'homes,', 'with', 'lots', 'of', 'trees', 'and', 'lovely', 'gardens.', 'wonderful', 'gas', 'works', 'park', 'is', 'a', '10', 'minute', 'from', 'the', 'house.']"
414,"[""we're"", 'just', 'a', 'few', 'blocks', 'to', 'some', 'of', 'the', 'best', 'coffeeshops', '(in', 'the', 'world?)', 'like', 'zoka', 'and', 'maybe', 'a', 'mile', 'to', 'lighthouse', 'roasters,', '8', 'blocks', 'to', 'chocolati,', '4', 'blocks', 'to', 'the', 'lake', 'for', 'walking,', 'swimming', 'or', 'biking', '(great', '3+', 'mile', 'trail', 'around', 'the', 'lake', '-', 'very', 'popular', 'spot).']"
415,"['we', 'are', 'in', 'the', 'middle', 'of', 'a', 'great', 'area:', 'the', 'uw,', 'the', 'shops', 'and', 'cafes', 'of', 'wallingford,', 'and', 'swimming', 'or', 'around', 'green', 'lake.', 'for', 'those', 'in', 'search', 'of', 'nightlife,', 'downtown', 'and', 'are', 'a', '15', 'minute', 'drive', 'away.']"
416,"['very', 'friendly,', 'safe,', 'and', 'quiet', 'with', 'many', 'tasty', 'and', 'affordable', 'cafes', 'and', 'restaurants', 'nearby.', '24-hour', 'market', 'qfc', 'and', 'gas', 'stations', 'nearby.']"
417,"['wallingford', 'is', 'a', 'family', 'friendly', 'six', 'miles', 'north', 'of', 'downtown', 'seattle.', 'excellent', 'local', 'restaurants', 'can', 'be', 'found', 'on', '45th', 'and', 'stoneway', '(cantinetta,', 'kabul', 'afghan', 'cuisine,', 'kozue', 'sushi,', 'tilth,', 'russels', 'bar,', 'the', 'whale', 'wins,', 'joule,', 'westward,', 'and', 'kids', 'love', 'tutta', 'bella', 'pizza).', 'explore', 'gasworks', 'park', 'and', 'two', 'local', 'playgrounds', '(meridian', 'and', 'wallingford).', 'sample', 'local', 'ice', 'cream', 'from', 'molly', 'moons', 'and', 'fainting', 'goat.', 'to', 'cook', 'at', 'home,', 'qfc', 'and', 'trader', 'joes', 'are', 'both', 'a', 'short', 'bike', 'ride', 'away.', 'if', 'you', 'want', 'to', 'explore', 'beyond', 'wallingford,', 'a', 'five', 'minute', 'east', 'brings', 'you', 'to', 'the', 'university', 'of', 'washington', 'and', 'to', 'the', 'west', 'lies', 'fremont', 'and', 'ballard.']"
419,"['the', ""neighborhood's"", 'stellar', 'location', ""can't"", 'be', 'beat!', 'minutes', 'away', 'from', 'everything', 'in', 'seattle;', 'from', 'belltown,', 'downtown,', 'green', 'lake,', 'fremont,', 'to', '3', 'different', 'universities,', 'and', 'beyond.', 'this', 'is', 'a', 'hot', 'urban', 'area,', 'lots', 'to', 'do,', 'see', 'and', 'access', 'to', 'everywhere.', 'enjoy.']"
421,"['wallingford', 'is', 'a', 'mostly-residential', 'neighborhood,', 'situated', 'between', 'the', 'restaurants,', 'bars', 'and', 'nightlife', 'of', 'fremont', 'or', 'ballard,', 'and', 'the', 'buzzing,', 'academic', 'university', 'district.']"
422,"['wallingford', 'is', 'a', 'quintessential', 'with', 'original', 'craftsman', 'and', 'tudor', 'style', 'homes.', 'it', 'is', 'a', 'great', 'place', 'to', 'take', 'walks', 'to', 'see', 'what', 'has', 'to', 'offer.', 'from', 'our', 'home,', 'we', 'have', 'a', 'score', 'of', '95,', 'meaning', 'that', 'you', 'do', 'not', 'need', 'a', 'car', 'to', 'meet', 'your', 'daily', 'needs.', 'we', 'are', '4', 'blocks', 'from', '45th', 'street,', 'the', 'main', 'drag', 'of', 'wallingford.', 'we', 'are', 'in', 'distance', 'to', 'a', 'grocery', 'store,', 'pharmacies,', 'endless', 'restaurants', '(italian,', 'mexican,', 'thai,', 'sushi,', 'japanese,', 'ramen,', 'pizza,', 'turkish,', 'vietnamese,', 'malaysian,', 'pubs,', 'farm', 'to', 'table,', 'etc.),', 'bars,', 'homemade', 'ice', 'cream,', 'gelato,', 'and', 'cup', 'cakes,', 'a', 'beer', 'store,', 'dry', 'cleaners,', 'and', 'gas', 'station.', 'we', 'are', 'also', 'close', 'to', 'several', 'parks', 'that', 'offer', 'play', 'grounds', 'for', 'kiddos', 'and', 'to', 'green', 'lake', 'park,', 'which', 'is', 'a', '2.8', 'mile', 'paved', 'loop', 'around', 'green', 'lake.', 'from', 'our', 'door', 'it', 'is', 'about', '3.5', 'miles', 'round', 'trip.', 'it', 'is', 'great', 'to', 'go', 'for', 'a', 'run', 'or', 'around', 'and', 'explore', 'the', 'green', 'lake', 'neighborhood.', 'there', 'is', 'also', 'a', '9', 'hole', 'pitch-n-put', 'course', 'that', 'is', 'open', 'seasonally.', 'other', 'parks', 'in', 'the', 'area', 'in']"
423,"['wallingford', '-', 'one', 'of', 'best', 'and', 'most', 'central', 'neighborhoods', 'in', 'seattle.', 'adjacent', 'to', 'fremont,', 'the', 'u', 'district,', 'and', 'green', 'lake.', 'easy', 'access', 'to', '99', '&', '5.', 'not', 'far', 'from', '520', 'bridge.']"
425,"['wallingford', 'is', 'one', 'of', 'the', 'most', 'charming', 'neighborhoods', 'in', 'seattle,', 'full', 'of', 'young', 'families,', 'students,', 'and', 'young', 'professionals.', 'we', 'are', 'close', 'to', 'gas', 'works', 'park,', 'the', 'zoo,', 'green', 'lake,', 'the', 'uw', 'and', 'downtown.', 'you', 'will', 'find', 'everything', 'you', 'need', 'in', 'this', 'neighborhood,', 'and', 'there', 'is', 'plenty', 'of', 'public', 'transportation', 'that', 'will', 'take', 'you', 'anywhere', 'you', 'need', 'to', 'go', 'in', 'seattle!']"
427,"['awesome', 'family', 'friendly', 'with', 'parks,', 'restaurants,', 'shops,', 'organic', 'food', 'stores,', 'libraries.', ""it's"", 'the', 'ideal', 'location', 'for', 'getting', 'to', 'downtown', 'or', 'the', 'uw', 'and', 'still', 'quiet', 'at', 'night.']"
428,"['convenient', 'location', 'to', 'get', 'anywhere', 'in', 'the', 'area', 'quickly,', 'while', 'maintaining', 'charm!']"
429,"['we', 'live', 'in', 'heart', 'the', 'wallingford', 'neighborhood.', 'beautiful', 'old', 'homes', 'with', 'nice', 'sidewalks', 'to', 'stroll', 'down', 'admiring', 'all', 'the', 'unique', 'gardens', '&', 'blooming', 'flowers.', 'a', 'casual', 'stroll', '&', ""you'll"", 'find', 'yourself', 'in', 'a', 'fun', 'shopping', 'area.', 'local', 'restaurants', '&', 'cafes.', 'coffee', 'shops', '&', 'a', 'ice', 'cream', 'shop', 'that', 'always', 'has', 'a', 'line', 'out', 'front.']"
430,"['if', 'you', 'arrive', 'early', 'for', 'check', 'in', 'at', '3,', 'i', 'recommend', 'archie', ""mcfee's"", 'for', 'joke', 'gifts', 'for', 'all', 'occasions!', '...', 'and', 'tutti', 'bella', 'is', 'fab', 'pizza', 'both', 'blocks', 'away', '44', 'n', 'stone,', '45th', 'and', 'stone.', 'there', 'is', 'always', 'gasworks', 'park,(', 'great', 'views)', 'and', 'the', 'essential', 'bakery', 'for', 'lunch', ',34th', 'and', 'woodlawn...a', 'picnic?!']"
432,"['the', 'views', 'from', 'our', 'top', 'floor!', 'wallingford', 'has', 'so', 'much', 'to', 'offer', '-', 'parks,', 'community', 'centers,', 'restaurants,', 'bars,', 'shops,', 'etc.', 'we', 'have', 'lived', 'in', 'neighborhoods', 'all', 'through', 'seattle,', 'and', 'we', 'feel', 'this', 'is', 'our', 'favorite', 'so', 'far!']"
433,"['green', 'lake', 'is', 'amazing.', 'it', 'has', 'cafes,', 'restaurants,', 'pubs', 'and', 'many', 'stores', 'all', 'within', 'distance', 'or', 'by', 'bus.', 'the', 'closest', 'two', 'grocery', 'stores', 'are', 'pcc', 'and', 'whole', 'foods.', 'seasonal', 'activities', 'and', 'cultural', 'events', 'take', 'place', 'in', 'the', 'area', 'throughout', 'the', 'year.', 'walking,', 'biking,', 'running,', 'rowing', 'are', 'some', 'of', 'the', 'preferred', 'health', 'improvement', 'activities', 'around', 'the', 'lake.']"
434,"['the', 'key', 'appeal', 'to', 'the', 'wallingford', 'manor', 'is', 'its', 'central', 'location.', 'ten', 'minute', 'to', 'the', 'heart', 'of', 'fremont,', 'fifteen', 'minute', 'to', 'the', 'heart', 'of', 'wallingford.', 'gas', 'works', 'park', 'and', 'the', 'burke-gilman', 'trail', 'is', 'a', 'five', 'minute', 'walk.', 'there', 'are', 'many', 'award', 'winning', 'restaurants', 'walkable,', 'and', 'like', 'any', 'good', 'spot,', 'great', 'coffee', 'shops.']"
435,"['wallingford', 'is', 'a', 'mostly-residential', 'neighborhood,', 'situated', 'between', 'the', 'restaurants,', 'bars', 'and', 'nightlife', 'of', 'fremont', 'or', 'ballard,', 'and', 'the', 'buzzing,', 'academic', 'university', 'district.']"
436,"['join', 'this', 'unique', 'friendly', 'lake', 'union', 'live', 'aboard', 'community', 'of', 'floating', 'homes,', 'house', 'boats', 'and', 'house', 'barges.', 'lake', 'union', 'is', 'a', 'freshwater', 'lake', 'in', 'seattle,', 'joined', 'by', 'waterways', 'to', 'puget', 'sound', 'and', 'lake', 'washington.', 'gas', 'works', 'park', 'is', 'our', 'backyard.', 'the', 'park', 'sits', 'on', 'the', 'north', 'end', 'of', 'the', 'lake,', 'a', '19.1', 'acre', 'public', 'park', 'built', 'on', 'the', 'site', 'of', 'a', 'former', 'gasification', 'plant,', 'with', 'ruins', 'and', 'pieces', 'of', 'the', 'old', 'plant', 'still', 'standing', 'and', 'built', 'into', 'the', 'park.', 'the', 'park', 'offers', 'grassy', 'hills', 'for', 'kite', 'flying,', 'picnics,', 'and', 'wide', 'vistas', 'of', 'the', 'lake', 'and', 'city.', 'the', 'burke-gilman', 'trail', 'runs', 'along', 'the', 'northern', 'edge', 'of', 'the', 'park.', 'seaplanes', 'scoot', 'in', 'and', 'out', 'of', 'lake', 'union,', 'on', 'their', 'way', 'to', 'and', 'from', 'the', 'san', 'juan', 'islands', 'and', 'british', 'columbia.', 'the', 'lake', 'shores', 'are', 'lined', 'with', 'houseboats,', 'and', 'commercial', 'and', 'private', 'docks', 'for', 'owners', 'and', 'renters', 'of', 'tugs,', 'yachts,', 'tour', 'ships,', 'sailboats,', 'kayaks', 'and', 'canoes.', 'the', 'center', 'for', 'wooden', 'boats', 'is', 'a', 'nautical', 'museum', 'on', 'the', 'south', 'shore,', 'with', 'historical', 'boats,', 'sailing', 'events,', 'classes', 'and', 'workshops.']"
