,neighborhood_overview
2719,"['is', ""seattle's"", 'most', 'dynamic', 'neighborhood.', 'there', 'is', 'so', 'much', 'going', 'on', '-', 'food,', 'entertainment,', 'and', 'more!', 'in', 'each', 'unit', 'there', 'is', 'a', 'guest', 'book', 'with', 'a', 'guide', 'i', 'wrote', 'to', 'the', 'including', 'recommendations', 'for', 'good', 'eats', 'and', 'cultural', 'attractions.', 'want', 'a', 'fancy', 'cocktail?', 'want', 'to', 'relax', 'at', 'the', 'spa?', 'want', 'to', 'see', 'internationally', 'famous', 'musicians?', 'or', 'just', 'try', 'some', 'of', ""seattle's"", 'famous', 'gourmet', 'ice', 'cream', 'with', 'the', 'family?', ""you're"", 'within', 'three', 'blocks', 'of', 'all', 'of', 'these', 'possibilities', 'and', 'so', 'many', 'more!']"
2721,"['is', 'the', 'most', 'densely', 'populated', 'residential', 'district', 'in', 'as', 'well', 'as', 'being', 'one', 'of', 'the', ""city's"", 'most', 'prominent', 'nightlife', 'and', 'entertainment', 'districts.']"
2722,"['mine', 'and', ""mara's"", 'favorite', 'spots', 'within', 'two', 'blocks', 'radius', 'are', 'the', 'specialty', 'tea', 'cafe', 'remedy', 'teas,', ""ada's"", 'books,', 'cafe', 'nouveau', '(you', 'must', 'try', 'this', 'amazing', 'bakery!)', 'and', 'the', 'shop', 'agora', 'with', 'the', 'best', 'greek', 'foods', 'and', 'a', 'wine', 'tasting', 'bar.', 'however,', 'we', 'also', 'have', 'some', 'of', ""hill's"", 'best', 'rated', 'restaurants', 'and', 'parks', 'within', 'easy', 'distance.', '(url', 'hidden)', 'gave', 'two', 'restaurants', 'within', '2', 'blocks', 'from', 'us', 'their', 'top', 'picks', '(out', 'of', '3', 'restaurants)', '-', 'coastal', 'kitchen', 'cafe', 'and', 'smith,', 'as', 'well', 'as', 'the', 'two', 'parks', 'on', 'either', 'side', 'of', 'us', 'as', 'their', 'top', '2', 'out', 'of', '3', 'places', 'in', '(cal', 'anderson,', 'and', 'volunteer', 'park', 'complete', 'with', 'an', 'acclaimed', 'asian', 'art', 'museum', 'and', 'the', 'nature', 'conservatory).', 'liberty', 'and', 'hopvine', 'pub', 'are', 'one', 'block', 'away', 'and', 'are', 'award-winning', 'restaurants.', 'jamjuree', 'beside', 'them', 'have', 'also', 'been', 'rated', 'one', 'of', 'the', 'top', 'thai', 'restaurants', 'in', 'by', 'the', 'times.', 'within', 'one', 'block', 'we', 'have', 'two', 'major', 'grocery', 'stores,', 'qfc', 'and', 'safeway,', 'and', 'we', 'are', 'located', '4', 'short', 'blocks', 'from', 'broadway', 'where', 'there', 'is', 'great', 'shopping', '(urban']"
2723,"['the', 'apartment', 'is', 'just', 'a', 'block', 'and', 'half', 'from', 'pike/pine,', 'so', 'there', 'are', 'tons', 'of', 'incredible', 'food', 'options', 'within', 'a', '5min', '(mezcaleria', 'oxaca,', 'mamnoon,', 'terra', 'plata,', 'etc.).', 'there', 'are', 'also', 'a', 'lot', 'of', 'great', 'entertainment', 'possibilities', 'within', 'an', 'easy', '(the', 'paramount', 'theatre,', 'act,', '5th', 'ave,', 'egyptian', 'theater,', 'etc.).']"
2725,"['is', 'the', 'ultimate', 'for', 'brunch,', 'drinks,', 'concerts', 'and', 'nighttime', 'hotspots.', 'thomas', 'park', 'is', 'a', 'block', 'away', 'and', 'is', 'a', 'prime', 'destination', 'on', 'sunny', 'afternoons.', 'just', 'around', 'the', 'corner', 'is', 'our', 'favorite', 'coffee', 'shop;', 'analog', 'coffee.', 'if', ""you're"", 'a', 'donut', 'fan', '(who', ""isn't"", 'really?),', 'top', 'pot', 'donuts', 'is', 'just', 'down', 'the', 'street', 'as', 'well.', ""i'm"", 'a', 'barista', 'at', 'broadcast', 'coffee', 'down', 'the', 'street,', 'and', 'i', 'highly', 'recommend', 'visiting', 'during', 'your', 'stay', 'for', 'a', 'pour', 'over', 'or', 'latte.', ""you're"", 'just', 'five', 'blocks', 'down', 'from', 'qfc', 'if', ""you'd"", 'like', 'to', 'cook', 'at', 'home,', 'but', 'hey,', ""you're"", 'on', 'vacation!', 'is', 'the', 'best', 'place', 'in', 'the', 'city', 'for', 'food', ""(i'm"", 'a', 'little', 'biased)', 'and', ""i'd"", 'be', 'happy', 'to', 'give', 'suggestions!', 'also', 'within', 'distance', 'is', 'cal', 'anderson', 'park,', 'always', 'full', 'of', 'colorful', 'characters.', ""it's"", 'also', 'right', 'across', 'the', 'street', 'from', 'elliot', 'bay', 'books,', 'another', 'favorite', 'of', 'mine.', 'there', 'is', 'so', 'much', 'to', 'do', 'in', 'hill!']"
2727,"['is', 'the', 'epicenter', 'of', 'nightlife', 'and', 'leisure', 'in', 'seattle,', 'offering', 'clubs,', 'bars,', 'cocktail', 'lounges,', 'dive', 'bars,', 'music', 'venues,', 'world-class', 'cuisine,', 'beautiful', 'parks,', 'ethnic', 'restaurants,', 'art', 'galleries,', 'book', 'stores,', 'records', 'stores,', 'and', 'theaters.', 'many', 'of', 'the', 'most', 'quintessential', 'businesses', 'choose', 'to', 'call', 'home.', 'our', 'location', 'is', 'particularly', 'desirable,', 'with', 'a', 'variety', 'of', 'local', 'favorites', 'within', 'a', 'quick', '2', 'minute', 'walk.', 'here', 'are', 'some', 'highlights:', 'coffee', '&', 'pastrie(url', 'hidden)--', 'analog', 'coffee', '(vegan', '&', 'non-vegan', 'pastries', 'and', 'excellent', 'coffee(url', 'hidden)--', 'top', 'pot', 'doughnuts', '(a', 'local', 'favorite(url', 'hidden)--', 'joe', 'bar', '(crepes!)', 'clothing', '&', 'gift(url', 'hidden)--', 'cairo', '(features', 'the', 'work', 'of', 'local', 'artist,', 'as', 'well', 'as', 'being', 'a', 'music', 'venue(url', 'hidden)--', 'indian', 'summer', 'food', 'and', 'beverage(url', 'hidden)--', 'summit', 'public', 'house', ""(locals'"", 'dive(url', 'hidden)--', 'sun', 'liquor', '(prohibition', 'style', 'cocktails(url', 'hidden)--', 'single', 'shot', ""we're"", 'also', 'very', 'close', 'to', 'several', 'convenience', 'stores,', 'as', 'well', 'as', 'several', 'full']"
2728,"['*the', 'area*', 'is', 'a', 'fantastic', 'in', 'seattle.', 'the', 'score', 'is', 'unbeatable', '(97!!)', 'and', 'the', 'public', 'transportation', 'is', 'phenomenal.', 'there', 'will', 'be', 'bus', 'stops', 'right', 'outside', 'the', 'apartment!', 'quiet,', 'friendly', 'people,', 'safe', 'area,', 'proximity', 'within', 'waling', 'distance', 'to', 'all', 'ones', 'needs.', 'restaurants,', ""cafe's,"", 'and', 'bars.', '~top', 'pot', 'donuts', 'and', 'coffee', '~the', 'lookout', '~barjot', '~the', 'summit', 'public', 'house', '~toscana', 'pizzeria', '~sun', 'liquor', '~single', 'shot', 'parks', '~volunteer', 'park', '(1/2', 'mile', 'away)', '~cal', 'anderson', '(3/4', 'mile', 'away)', '~arboretum', '(1.5', 'miles', 'away)']"
2729,"['is', 'one', 'of', 'the', 'most', 'popular', 'neighborhoods', 'in', 'seattle.', 'it', 'is', 'filled', 'with', 'great', 'restaurants,', 'cafes,', 'nightspots', 'and', 'shops.', ""there's"", 'a', 'large', 'grocery', 'store', 'just', 'a', 'four', 'minute', 'from', 'the', 'building.', 'it', 'is', 'just', 'on', 'the', 'edge', 'of', 'downtown,', 'which', 'is', 'easy', 'to', 'access', 'via', 'bus', '(a', 'few', 'steps', 'from', 'the', 'door)', 'or', 'by', 'foot', '(15-20', 'minutes).']"
2730,"['you', 'can', 'see', 'the', 'space', 'needle', 'from', 'the', 'street', 'view', 'in', 'front', 'of', 'our', 'house.', 'we', 'are', 'in', 'the', 'perfect', 'spot', 'to', 'enjoy', 'all', 'the', 'amenities', 'has', 'to', 'offer', 'and', 'cater', 'to', 'your', 'personal,', 'business,', 'or', 'pleasure', 'needs:', 'parks,', 'bars,', 'restaurants,', 'arts', 'and', 'entertainment,', 'university,', 'central', 'college,', 'convention', 'center,', 'hospitals.', 'they', 'are', 'all', 'within', 'distance.', 'you', 'do', 'not', 'need', 'a', 'car.', 'pronto', 'cycle', 'share', 'rental', 'stations', 'are', 'close', 'by.', 'uber/', 'taxi', '/', 'zipcar', 'friendly', 'neighborhood.', 'we', 'have', 'great', 'neighbors.', 'it', 'is', 'a', 'safe,', 'very', 'walkable', 'neighborhood.', 'spd', 'station', 'on', '12th', '&', 'pine.', 'as', 'always,', 'use', 'good', 'judgement', 'when', 'traveling.']"
2731,"['the', 'art!', 'the', 'food!', 'the', 'people!', 'is', 'an', 'eccentric', 'area', 'with', 'everything', 'you', 'could', 'possibility', 'imagine.', 'art', 'galleries,', 'parks,', 'coffee', 'shops.', 'locally', 'owned', 'retailers,', 'live', 'music', 'venues..the', 'list', 'goes', 'on!']"
2733,"['volunteer', 'park:', 'one', 'of', 'the', 'safest', 'areas', 'on', 'the', 'this', 'offers', 'peaceful', 'charm', 'and', 'urban', 'convenience', 'with', 'nightlife', 'a', 'leisurely', 'away.', 'step', 'out', 'your', 'door', 'and', 'across', 'the', 'street', 'to', 'explore', 'volunteer', 'park,', 'the', 'most', 'beautiful', 'park', 'in', 'seattle.', 'the', 'park', 'boasts', 'several', 'attractions;', 'a', 'tropical', 'plant', 'conservatory,', 'the', 'asian', 'art', 'museum,', ""children's"", 'playground', 'and', 'an', 'historic', 'brick', 'water', 'tower', 'which', 'offers', 'spectacular', '360', 'views', 'of', 'all', 'of', 'and', 'the', 'surrounding', 'mountain', 'ranges!', 'you', 'will', 'also', 'find', ""seattle's"", 'oldest', 'and', 'most', 'expensive', 'mansions', 'on', ""millionaire's"", 'row!', 'next', 'to', 'the', 'park', 'is', 'one', 'of', ""seattle's"", 'oldest', 'cemeteries,', 'resting', 'place', 'for', ""seattle's"", 'founding', 'pioneers', 'and', 'also', 'where', 'famous', 'martial', 'artist', 'and', 'film', 'actors', 'bruce', 'and', 'brandon', 'lee', 'are', 'buried.', 'across', 'the', 'street', ""you'll"", 'find', 'the', 'louisa', 'boren', 'lookout', 'with', 'breathtaking', 'views', 'to', 'the', 'east', 'overlooking', 'lake', 'washington', 'and', 'the', 'cascade', 'mountains!', 'hill:', ""let's"", 'go', 'for', 'a', 'walk!', 'step', 'outside', 'and', 'head', 'south', 'along', '15t']"
2734,"[""you'll"", 'be', 'staying', 'a', 'few', 'blocks', 'away', 'from', 'broadway,', ""hill's"", 'vibrant', 'thoroughfare,', 'which', 'is', 'lined', 'with', 'restaurants,', 'supermarkets,', 'bars,', 'coffee', 'shops,', 'and', 'more.', 'you', 'can', 'downtown', '(convention', 'center,', 'pike', 'place', 'market,', 'light', 'rail)', 'in', 'less', 'than', '20', 'minutes.', 'or', '3', 'minutes', 'to', 'catch', 'a', 'bus', 'to', 'the', 'downtown', 'area', 'or', 'center.', 'this', 'is', 'truly', 'the', 'perfect', 'home', 'base', 'for', 'upcoming', 'events', 'like', 'northwest', 'folklife', 'festival,', 'pride', 'fest,', 'block', 'party,', 'seafair,', 'bumbershoot,', 'and', 'more.', 'or', 'plan', 'a', 'visit', 'to', 'nearby', 'university.']"
2736,"['is', 'the', 'coolest', 'in', 'seattle,', 'and', 'close', 'to', 'everything!', 'great', 'shopping,', 'live', 'music,', 'bars,', 'restaurants,', 'cafes,', 'art', 'walks.', 'people', 'come', 'to', '""the', 'hill""', 'to', 'party', 'and', 'let', 'loose,', ""it's"", 'a', 'fun', 'place', 'to', 'be', 'and', 'the', 'central', 'location', 'for', 'the', ""city's"", 'music,', 'arts', 'and', 'cultural', 'communities.', 'my', 'favorite', 'spots', 'for', 'live', 'music', 'are', ""neumo's,"", 'barboza,', 'or', 'chop', 'suey.', 'great', 'places', 'for', 'dancing', 'are', 'century', 'ballroom,', 'q', 'nightclub,', 'or', 'club', 'z.', 'the', 'best', 'coffee', 'shops', 'are', 'vivace,', 'stumptown,', 'cafe', 'vita,', 'victrola,', 'bauhaus,', 'really', ""they're"", 'everywhere!', 'cap', 'is', 'known', 'for', 'great', 'brunch,', ""glo's,"", ""linda's"", 'tavern,', 'cafe', 'pettirosso', 'and', 'oddfellows', 'are', 'the', 'best', 'local', 'spots', 'for', 'that,', 'just', 'a', 'couple', 'blocks', 'away.', 'some', 'nice', 'parks', 'nearby', 'are', 'cal', 'anderson,', 'volunteer', 'park.', 'pike', 'place', 'market', 'is', 'just', 'a', '15', 'minute', 'down', 'towards', 'the', 'water.']"
2738,"['is', ""seattle's"", 'liveliest', 'neighborhood,', 'with', 'lots', 'of', 'restaurants,', 'bars,', 'coffeeshops,', 'shopping', 'and', 'nightlife.', 'the', 'unit', 'is', 'on', 'a', 'quieter', 'street,', '3-4', 'blocks', 'from', 'the', 'action', 'in', 'either', 'direction.', ""it's"", 'just', 'northeast', 'of', 'downtown,', 'east', 'of', 'south', 'lake', 'union', 'and', 'south', 'of', 'the', 'university', 'district.']"
2739,"['capital', 'is', 'fantastic', 'for', 'food,', 'cafes,', 'parks,', 'clubs,', 'bookshops', 'and', 'people', 'watching!', 'you', 'can', 'go', 'swing', 'dancing', 'or', 'ballroom', 'dancing', 'at', 'city', 'ballroom,', 'go', 'clubbing', 'on', 'pike', 'street,', 'chill', 'out', 'on', 'the', 'balcony', 'at', 'bauhaus', 'library', 'cafe,', 'or', 'lie', 'in', 'the', 'grass', 'at', 'volunteer', 'park.', 'elliot', 'bay', 'books,', 'twice-sold', 'tales,', 'and', ""ada's"", 'technical', 'bookshop', 'are', 'great', 'for', 'bookworms.', 'in', 'the', 'summer', 'there', 'are', 'often', 'fairs', 'and', 'blockparties', 'in', 'easy', 'walking,', 'as', 'well', 'as', 'theatre', 'and', 'concerts', 'in', 'volunteer', 'park.']"
2740,"['this', 'is', 'a', 'very', 'centrally', 'located', 'apartment', 'in', 'the', 'heart', 'of', 'hill,', 'which', 'is', ""seattle's"", 'top', 'neighborhood!', 'hipster', 'in', 'nature', 'there', 'are', 'many', 'restaurants,', 'bars,', 'and', 'coffee', 'shops', 'featuring', 'local', 'cuisine', 'and', 'flavor.', ""it's"", 'about', 'a', 'ten', 'minute', 'from', 'the', 'apartment', 'to', 'downtown.', 'this', 'scores', 'a', '99', 'in', 'walk-ability', 'and', 'the', 'building', 'is', 'located', 'on', 'several', 'major', 'bus', 'lines', 'and', 'is', 'distance', 'to', 'grocery', 'stores,', 'retail', 'shops', 'and', 'lots', 'of', 'nightlife.']"
2742,"['lake', 'washington', 'waterfront', '(lake', 'union),', 'volunteer', 'park,', 'broadway', 'avenue,', 'shops,', 'restaurants,', 'and', 'cafes', 'all', 'within', 'minutes!', 'walk-score', 'of', '92!', '(url', 'hidden)']"
2743,"['part', 'of', 'a', 'long', 'ridge', 'that', 'overlooks', 'downtown,', 'is', 'a', 'vibrant', 'community,', 'with', 'a', 'thriving', 'business', 'district', 'along', 'broadway', 'avenue', 'and', 'along', '15th', 'and', '19th', 'avenues.', 'it', 'is', 'home', 'to', 'volunteer', 'park', 'and', 'the', 'asian', 'art', 'museum,', 'central', 'communitycollege,', 'cornish', 'college', 'for', 'the', 'arts,', 'u,', 'as', 'well', 'as', 'many', 'shops,', 'restaurants,', 'and', 'coffeehouses', 'and', 'cafes.', 'in', 'the', 'center', 'of', 'is', 'the', 'broadway', 'business', 'district.', 'here', ""you'll"", 'find', 'every', 'kind', 'of', 'shop', 'or', 'service', 'one', 'could', 'need:', 'hip', 'local', 'clothiers', 'for', 'people', '(and', 'house', 'pets),', 'two', 'independent', 'movie', 'houses,', 'two', 'huge', 'supermarkets', 'to', 'gather', 'your', 'groceries,', 'and', 'the', 'world', 'famous', ""dick's"", 'drive-in.', 'if', 'hamburgers', ""aren't"", 'your', 'thing', 'broadway', 'offers', 'an', 'abundance', 'of', ""‘animal-free'"", 'fare,', 'from', 'falafels,', 'piroshkies', 'and', 'pad', 'thai,', 'to', 'sate,', 'fish', 'tacos', 'and', 'bowls', 'of', 'pho.', 'after', 'dinner', 'treat', 'yourself', 'to', 'a', 'decadent', 'dessert', 'at', 'dilettante', 'chocolates.', 'while', 'broadway', 'is', 'just', 'a', 'few', 'steps', 'away,', 'downtown', 'is', 'even', 'more', 'accessible.', 'by', 'bus', 'or', 'fo']"
2744,"['as', 'soon', 'as', 'you', 'step', 'out', 'the', 'door', 'of', 'the', 'apartment', 'building', 'you', 'are', 'just', 'minutes', 'away', 'from', 'the', 'coffee', 'shops,', 'restaurants,', 'and', 'shops', 'that', 'are', 'abundant', 'in', 'hill.']"
2745,"['has', 'a', 'vibrant', 'arts', 'and', 'music', 'scene,', 'is', 'centrally', 'located,', 'and', 'is', 'easily', 'accessible', 'by', 'public', 'transportation.', 'we', 'are', 'up', 'on', 'a', 'steep', 'hill,', 'so', 'the', 'sunrises,', 'sunsets,', 'and', 'views', 'of', 'the', 'skyline,', 'water,', 'and', 'mountains', 'coming', 'down', 'olive,', 'from', 'cal', 'anderson', 'or', 'volunteer', 'park', 'are', 'amazing.', 'if', ""hill's"", 'nightly', 'listings', 'of', 'independent', 'music', 'shows', ""aren't"", 'your', 'style,', 'you', 'can', 'take', 'an', 'art', 'or', 'sculpting', 'class', 'at', 'the', 'gage', 'art', 'academy,', 'a', 'dance', 'class', 'at', 'velocity', 'or', 'the', 'century', 'ballroom,', 'catch', 'a', 'chamber', 'music', 'performance', 'in', 'the', 'volunteer', 'park', 'conservatory,', 'or', 'check', 'out', 'an', 'exhibit', 'at', 'the', 'art', 'museum.', 'you', 'could', 'also', 'spend', 'the', 'day', 'exploring', 'the', 'pike', 'place', 'market', 'or', 'seeing', 'a', 'play', 'at', 'the', 'act', 'theater,', '12th', 'avenue', 'arts,', 'the', 'moore,', 'and', 'the', 'paramount.', 'the', '5th', 'avenue', 'theater', 'hosts', 'musicals,', 'and', 'you', 'can', 'see', 'independent', 'films', 'at', 'the', 'egyptian', 'or', 'the', 'film', 'forum.', 'you', 'may', 'also', 'enjoy', 'going', 'to', 'a', 'reading', 'or', 'lecture', 'at', 'the', 'hugo', 'house', 'or', 'the', 'elliot', 'bay', 'bookstore.', ""you're"", 'also', 'a', 'short', 'cab', 'ride', 'fro']"
2746,"['the', 'location', 'is', 'perfect', '--', 'near', 'all', 'of', 'the', 'best', 'bars', 'and', 'restaurants', 'in', 'capital', 'hill,', 'across', 'the', 'street', 'from', 'a', 'small', 'grocery', 'store,', 'a', '5-10-minute', 'to', 'amazon,', 'the', 'washington', 'state', 'convention', 'center,', '(website', 'hidden),', 'near', 'i-5', 'for', 'an', 'easy', 'commute', 'or', 'trip', 'to/from', 'the', 'airport/vancouver,', 'and', 'a', 'few', 'blocks', 'from', 'the', 'biggest', 'city', 'bus', 'station', 'in', '(dozens', 'of', 'bus', 'lines', 'are', 'within', 'a', 'few', 'blocks).', 'pike', 'place', 'market', 'and', 'elliott', 'bay', 'are', 'a', '15', 'minute', 'walk,', 'and', 'lake', 'union', 'is', 'about', 'a', '20', 'minute', 'walk.', 'we', 'are', 'also', 'within', 'two', 'blocks', 'of', 'some', 'of', 'the', 'best', 'restaurants', 'and', 'bars', 'in', 'capital', 'hill.', 'nearby,', 'you', 'will', 'find', 'pie', 'bar', '(amazing', 'pies!),', 'the', 'knee', 'high', 'stocking', 'company', '(hidden', 'speakeasy', 'with', 'creative', 'cocktails),', 'kedai', 'mekan', '(delicious', 'malaysian', 'street', 'food),', 'pine', 'box', '(casual', 'bar),', 'machiavelli', '(fancy', 'italian', 'restaurant),', 'a', 'japanese', 'ramen', 'place,', 'a', 'karaoke', 'bar,', 'a', 'sushi', 'restaurant,', 'and', 'a', 'few', 'miscellaneous', 'pubs.', 'while', 'the', 'area', 'can', 'be', 'a', 'bit', 'noisy,', 'i', 'have', 'thick', 'windows', 'and', 'curtains', 'to', 'block', 'out', 'most', 'of', 'the', 'no']"
2747,"['the', 'house', 'is', 'in', 'and', 'therefore', 'within', 'distance', 'to', 'a', 'great', 'food', 'and', 'imbibe', 'scene.', 'the', '47', 'bus', 'which', 'goes', 'straight', 'to', 'pike', 'place', 'market', 'is', 'right', 'out', 'th', 'front', 'door.', 'we', 'are', 'located', 'a', 'half', 'mile', 'from', 'volunteer', 'park', 'as', 'well', 'which', 'is', 'a', 'great', 'place', 'for', 'a', 'stroll', 'and', 'run.', 'if', 'endorphins', 'are', 'your', 'thing', 'we', 'are', 'a', 'mile', 'from', 'the', '220+', 'stairs', 'at', 'howe', 'street']"
2749,"['is', 'one', 'of', 'the', 'most', 'densely', 'populated', 'and', 'interesting', 'neighborhoods', 'in', 'seattle.', 'historically', 'an', 'artsy', 'with', 'a', 'funky', 'vibe,', 'the', 'area', 'retains', 'much', 'of', 'its', 'character', 'even', 'as', 'rents', 'have', 'risen', 'and', 'a', 'generation', 'of', 'techies', 'has', 'moved', 'in.', 'many', 'of', ""seattle's"", 'top', 'restaurants,', 'bars,', 'and', 'coffee', 'shops', 'call', 'home,', 'and', 'the', 'is', 'among', 'the', 'most', 'walkable', 'in', 'the', 'northwest.']"
2750,"['is', 'a', 'great', 'with', 'so', 'many', 'interesting', 'details', 'and', 'great', 'shops.', 'i', 'love', 'that', 'everything', 'is', 'within', 'five', 'minutes', 'distance!']"
2757,"['pike/pine', 'is', 'the', 'most', 'urban', 'in', 'seattle.', 'parking', 'is', 'difficult', 'but', 'is', 'fantastic.', 'dozens', 'of', 'the', 'best', 'high', 'and', 'low', 'end', 'eats', 'and', 'drinks', 'in', 'town', 'are', 'just', 'minutes', 'away', 'on', 'foot.', 'two', 'fantastic', 'parks', 'also', 'accessible', 'on', 'foot.', 'or', 'head', 'down', 'the', 'to', 'pike', 'place', 'market', 'and', 'light', 'rail', 'to', 'other', 'neighborhoods']"
2758,"['(website', 'hidden)']"
2760,"['eclectic,', 'colorful', 'and', 'convenient', 'neighborhood!', 'variety', 'of', 'locally', 'owned', 'shops,', 'cafes,', 'bars', 'and', 'restaurants', 'within', 'distance.']"
2762,"['is', 'the', 'place', 'to', 'experience', ""seattle's"", 'youthful', 'culture.', 'the', 'apartment', 'is', 'located', 'in', 'a', 'quiet', 'area', 'but', 'just', 'a', 'few', 'blocks', 'from', 'food,', 'drink,', 'and', 'tons', 'of', 'live', 'music.', 'grocery', '(safeway)', 'is', 'one', 'block', 'away.', 'bars', 'and', 'restaurants', 'one', 'block', 'away.']"
2764,"['this', 'vintage', 'apartment', 'is', 'located', 'at', 'the', 'end', 'of', ""seattle's"", 'vibrant', 'neighborhood,', 'a', 'residential', 'area', 'known', 'for', 'its', 'nightlife', 'and', 'entertainment', 'spots.', ""it's"", 'also', 'home', 'to', ""city's"", 'largest', 'lgbt', 'community,', 'and', 'is', '“go-to""', 'destination', 'for', 'great', 'restaurants,', 'shops,', 'and', 'bars.', 'additionally,', 'supermarkets,', 'gyms,', 'yoga', 'studios,', 'coffee', 'shops', 'and', 'lounges', 'are', 'all', 'located', 'nearby.']"
2766,"['close', 'to', 'downtown,', 'is', 'one', 'of', ""seattle's"", 'prettiest', 'and', 'most-admired', 'neighborhoods.']"
2768,"['centrally', 'located', 'in', 'hill.', 'distance', 'to', 'great', 'local', 'restaurants', 'and', 'bars.']"
2769,"['is', 'by', 'far', 'the', 'most', 'up', 'and', 'coming', 'in', 'best', 'known', 'for', 'its', 'cafes,', 'restaurants', 'and', 'nightlife.', 'next', 'to', 'numerous', 'highly', 'rated', 'zagats', 'restaurants', 'such', 'as', 'poppy,', 'alturra,', 'pagliacci,', 'single', 'shot,', 'mamnoon', 'and', 'terra', 'plata.', 'unlike', 'downtown', 'seattle,', 'which', 'dies', 'down', 'in', 'the', 'evening,', 'there', 'is', 'always', 'something', 'to', 'do', 'in', 'this', 'and', 'everything', 'is', 'very', 'conveniently', 'located.']"
2770,"['no', 'matter', 'what', 'direction', 'you', 'head,', 'this', 'has', 'everything!', 'the', 'parks,', 'bars,', 'cafes,', 'museums', 'and', 'restaurants', 'for', 'which', 'is', 'known.']"
2772,"['centrally', 'located', 'in', 'hill.', 'distance', 'to', 'great', 'local', 'restaurants', 'and', 'bars.']"
2773,"['our', 'apartment', 'is', 'distance', 'to', 'all', 'the', 'shops,', 'bars', 'and', 'restaurants', 'of', 'pike/pine', 'and', '15th', 'ave,', 'the', 'gorgeous', 'volunteer', 'park,', 'and', '20/25', 'minute', 'to', 'downtown/pike', 'place', 'market.']"
2774,"['surrounded', 'by', 'parks,', 'restaurants,', 'stores,', 'record', 'shops', 'and', 'bars.', ""couldn't"", 'ask', 'for', 'a', 'better', 'location', 'to', 'spend', 'a', 'long', 'weekend', 'in', 'seattle!']"
2776,"['our', 'is', 'the', 'most', 'colorful', 'of', 'all', 'with', 'people', 'from', 'all', 'different', 'places', 'coffee', 'shops', 'with', 'poetry', 'slams,', 'bar', 'with', 'karaoke', 'and', 'restaurants', 'with', 'drag', 'shows', 'it', 'has', 'everything.', 'we', 'have', 'several', 'condos', 'so', 'just', 'ask', 'to', 'see', 'other', 'listings', 'if', 'you', 'think', 'you', 'need', 'something', 'different,', 'also', 'we', 'have', 'a', 'dog', 'sitting', 'company', 'in', 'so', 'if', 'you', 'need', 'your', 'dogs', 'watched', 'while', 'you', 'ae', 'enjoying', 'seattle,', 'let', 'us', 'know', 'we', 'have', 'an', 'inexpensive', 'rate.']"
2778,"['is', 'perfect', 'for', 'fun', 'and', 'relaxation.', 'you', 'get', 'the', 'perfect', 'mix', 'of', 'quiet', 'but', 'close', 'enough', 'to', 'the', 'fun', 'if', 'you', 'want', 'to', 'go', 'there.', 'tons', 'of', 'cute', 'coffee', 'shops', 'and', 'restaurants', 'all', 'around', 'us.', 'space', 'needle,', 'pike', 'place', 'market,', 'nordstrom', 'and', 'downtown', 'is', 'a', 'short', 'cheap', 'cab', 'or', 'bus', 'ride', 'away.']"
2780,"['has', 'everything.', 'all', 'the', 'nightlife', 'you', 'could', 'want,', 'beautiful', 'parks,', 'consignment', 'and', 'vintage', 'shops,', 'the', 'best', 'bakeries', 'and', 'coffee', 'in', 'the', 'city,', 'old', 'theaters,', ""farmer's"", 'markets,', 'art', 'galleries', 'and', 'clubs!']"
2781,"['n.', 'is', 'adorable.', 'very', 'close', 'to', 'the', 'family', 'large', 'house', 'but', 'still', 'very', 'dense', 'and', 'walkable', 'to', 'amazing', 'bars', 'and', 'restaurants', 'like', 'the', 'original']"
2783,"['close', 'to', 'downtown,', 'is', 'one', 'of', ""seattle's"", 'prettiest', 'and', 'most-admired', 'neighborhoods.']"
2784,"['is', 'a', 'great', 'eclectic', 'filled', 'with', 'bars,', 'restaurants,', 'nightlife,', 'parks,', 'shopping', 'and', 'more!', 'all', 'within', 'minutes', 'of', 'downtown!', '15th', 'ave', 'and', 'broadway', 'and', 'the', 'bustling', 'pike/pine', 'corridor', 'are', 'all', 'just', 'a', 'couple', 'blocks', 'away.']"
2785,"['is', 'the', 'cultural', 'and', 'nightlife', 'center', 'of', 'seattle.', 'we', 'are', 'surrounded', 'by', 'incredible', 'food,', 'entertainment', 'and', 'people.']"
2786,"['everything', 'is', 'walkable', 'and', 'public', 'transit', 'to', 'any', 'destination', 'in', 'the', 'city', 'is', 'a', 'few', 'blocks', 'away']"
2789,"['cap', 'hill.', 'walk-able', 'to', 'everything.', 'vibrant.', 'grocery', 'store', '(qfc)', 'a', 'block', 'and', 'a', 'half', 'away.']"
2790,"['is', 'easily', 'the', 'most', 'fun', 'and', 'centrally', 'in', 'all', 'of', 'located', 'neighborhoods', 'in', 'all', 'of', 'seattle.', 'there', 'are', 'countless', 'amazing', 'restaurants,', 'bar,', 'lounges,', 'and', 'coffee', 'shops', 'within', 'a', 'moments', 'walk.']"
